ResponseId,Country,Age,EdLevel
43848,Netherlands,25-34 years old,Master
43857,USA,25-34 years old,Some College
43859,USA,45-54 years old,Bachelor
43861,USA,25-34 years old,Bachelor
43864,Germany,25-34 years old,Master
43867,USA,35-44 years old,Associate degree
43870,Hong Kong,35-44 years old,Master
43874,Netherlands,25-34 years old,Bachelor
43875,USA,45-54 years old,Bachelor
43885,Sri Lanka,25-34 years old,Bachelor
43886,Brazil,25-34 years old,Bachelor
43888,Greece,25-34 years old,Bachelor
43890,Denmark,35-44 years old,Master
43893,USA,45-54 years old,Bachelor
43897,USA,25-34 years old,Bachelor
43899,Portugal,35-44 years old,Some College
43906,USA,18-24 years old,Bachelor
43909,Canada,25-34 years old,Some College
43910,Denmark,35-44 years old,Professional
43914,Thailand,25-34 years old,Bachelor
43921,USA,35-44 years old,Bachelor
43926,Mexico,35-44 years old,Professional
43927,El Salvador,25-34 years old,Master
43933,Canada,25-34 years old,Bachelor
43935,Serbia,45-54 years old,Master
43936,Italy,35-44 years old,Some College
43939,Hungary,25-34 years old,Bachelor
43941,Netherlands,25-34 years old,Bachelor
43942,Croatia,65 years or older,Professional
43949,USA,35-44 years old,Bachelor
43951,UK,25-34 years old,Bachelor
43954,Greece,55-64 years old,Master
43956,Paraguay,25-34 years old,Bachelor
43957,Germany,18-24 years old,Some College
43958,Germany,35-44 years old,Bachelor
43962,USA,25-34 years old,Bachelor
43966,France,45-54 years old,Master
43971,Norway,18-24 years old,Other
43973,USA,45-54 years old,Bachelor
43975,Mexico,55-64 years old,Master
43976,Canada,45-54 years old,Associate degree
43979,Canada,35-44 years old,Master
43984,Romania,35-44 years old,Master
43985,Belgium,55-64 years old,Some College
43987,Austria,25-34 years old,Some College
43989,Spain,35-44 years old,Some College
43997,Argentina,55-64 years old,Master
44011,UK,65 years or older,Professional
44014,USA,35-44 years old,Bachelor
44018,USA,35-44 years old,Secondary school
44023,Canada,35-44 years old,Some College
44026,USA,25-34 years old,Master
44030,USA,35-44 years old,Master
44032,USA,35-44 years old,Professional
44033,Netherlands,25-34 years old,Bachelor
44037,UK,55-64 years old,Bachelor
44043,Sweden,35-44 years old,Bachelor
44047,Mexico,35-44 years old,Bachelor
44048,Brazil,45-54 years old,Bachelor
44049,Italy,45-54 years old,Secondary school
44053,USA,25-34 years old,Bachelor
44054,Poland,35-44 years old,Master
44059,Uruguay,35-44 years old,Bachelor
44061,USA,25-34 years old,Master
44063,Poland,35-44 years old,Bachelor
44064,Romania,25-34 years old,Some College
44069,Colombia,35-44 years old,Bachelor
44070,USA,35-44 years old,Bachelor
44073,Germany,45-54 years old,Bachelor
44079,Sweden,25-34 years old,Bachelor
44080,Iceland,45-54 years old,Associate degree
44087,Bulgaria,35-44 years old,Bachelor
44091,Italy,35-44 years old,Some College
44095,Israel,35-44 years old,Some College
44099,USA,18-24 years old,Bachelor
44101,Netherlands,25-34 years old,Some College
44103,Netherlands,45-54 years old,Professional
44106,USA,35-44 years old,Associate degree
44107,Italy,45-54 years old,Master
44112,USA,45-54 years old,Master
44118,USA,18-24 years old,Bachelor
44120,UK,35-44 years old,Bachelor
44125,Poland,25-34 years old,Some College
44126,Spain,35-44 years old,Some College
44127,USA,45-54 years old,Bachelor
44131,USA,35-44 years old,Professional
44132,UK,18-24 years old,Some College
44133,Bangladesh,35-44 years old,Bachelor
44136,Mexico,25-34 years old,Bachelor
44138,USA,55-64 years old,Some College
44143,India,35-44 years old,Master
44144,France,45-54 years old,Master
44147,USA,25-34 years old,Bachelor
44150,Switzerland,25-34 years old,Master
44151,Poland,25-34 years old,Master
44153,Netherlands,35-44 years old,Master
44154,Germany,35-44 years old,Bachelor
44158,Mexico,35-44 years old,Master
44162,USA,35-44 years old,Bachelor
44163,France,35-44 years old,Master
44166,USA,55-64 years old,Bachelor
44167,USA,45-54 years old,Some College
44172,Germany,35-44 years old,Some College
44174,Germany,35-44 years old,Bachelor
44181,Sweden,25-34 years old,Some College
44182,USA,45-54 years old,Master
44184,UK,25-34 years old,Master
44185,USA,25-34 years old,Bachelor
44186,USA,45-54 years old,Associate degree
44188,Italy,18-24 years old,Secondary school
44191,UK,45-54 years old,Bachelor
44194,USA,35-44 years old,Bachelor
44195,Portugal,25-34 years old,Some College
44197,Brazil,35-44 years old,Master
44200,USA,55-64 years old,Bachelor
44206,USA,25-34 years old,Bachelor
44209,USA,45-54 years old,Bachelor
44210,Germany,25-34 years old,Bachelor
44215,USA,35-44 years old,Bachelor
44216,Poland,35-44 years old,Master
44218,Switzerland,25-34 years old,Master
44225,Tanzania,35-44 years old,Bachelor
44226,Norway,25-34 years old,Master
44227,Germany,25-34 years old,Bachelor
44228,Czech Republic,25-34 years old,Some College
44234,Nigeria,25-34 years old,Bachelor
44237,UK,45-54 years old,Bachelor
44238,USA,25-34 years old,Bachelor
44240,India,18-24 years old,Bachelor
44245,USA,25-34 years old,Bachelor
44247,USA,65 years or older,Bachelor
44249,Ireland,25-34 years old,Bachelor
44251,UK,18-24 years old,Bachelor
44259,Finland,25-34 years old,Bachelor
44261,France,45-54 years old,Master
44264,USA,25-34 years old,Bachelor
44270,USA,45-54 years old,Some College
44271,USA,45-54 years old,Bachelor
44276,India,25-34 years old,Bachelor
44279,UK,18-24 years old,Bachelor
44283,USA,25-34 years old,Master
44284,USA,35-44 years old,Bachelor
44286,Denmark,35-44 years old,Master
44293,Germany,35-44 years old,Bachelor
44295,Netherlands,35-44 years old,Other
44297,New Zealand,Under 18 years old,Secondary school
44303,USA,45-54 years old,Some College
44307,Netherlands,35-44 years old,Master
44308,Finland,35-44 years old,Bachelor
44313,USA,25-34 years old,Bachelor
44314,Germany,35-44 years old,Associate degree
44316,Ethiopia,35-44 years old,Master
44320,USA,35-44 years old,Bachelor
44324,USA,45-54 years old,Bachelor
44330,USA,25-34 years old,Some College
44331,Canada,25-34 years old,Secondary school
44332,USA,25-34 years old,Bachelor
44337,India,25-34 years old,Bachelor
44339,Romania,35-44 years old,Bachelor
44340,Italy,25-34 years old,Professional
44341,Germany,45-54 years old,Secondary school
44342,Germany,25-34 years old,Master
44346,Ukraine,25-34 years old,Master
44347,Austria,45-54 years old,Other
44349,Bangladesh,25-34 years old,Bachelor
44353,USA,25-34 years old,Bachelor
44358,Singapore,35-44 years old,Professional
44360,Sweden,25-34 years old,Bachelor
44362,USA,35-44 years old,Some College
44363,Brazil,25-34 years old,Associate degree
44364,Germany,35-44 years old,Bachelor
44366,USA,25-34 years old,Bachelor
44372,USA,45-54 years old,Master
44382,Belarus,35-44 years old,Some College
44383,USA,25-34 years old,Bachelor
44384,Austria,18-24 years old,Some College
44396,Brazil,25-34 years old,Bachelor
44404,USA,18-24 years old,Bachelor
44405,USA,35-44 years old,Bachelor
44407,USA,35-44 years old,Professional
44410,Mexico,25-34 years old,Bachelor
44412,Austria,35-44 years old,Master
44413,USA,45-54 years old,Bachelor
44414,USA,35-44 years old,Bachelor
44415,Austria,35-44 years old,Some College
44424,USA,35-44 years old,Bachelor
44429,USA,55-64 years old,Bachelor
44433,Italy,35-44 years old,Bachelor
44437,Germany,25-34 years old,Master
44438,USA,35-44 years old,Some College
44439,Italy,18-24 years old,Other
44445,Belgium,35-44 years old,Some College
44447,Netherlands,45-54 years old,Associate degree
44452,Germany,35-44 years old,Master
44458,Sweden,25-34 years old,Primary
44462,USA,45-54 years old,Some College
44465,Germany,35-44 years old,Associate degree
44479,Norway,25-34 years old,Master
44484,Austria,35-44 years old,Master
44485,Netherlands,45-54 years old,Secondary school
44489,Czech Republic,35-44 years old,Bachelor
44493,USA,45-54 years old,Master
44500,USA,35-44 years old,Bachelor
44501,USA,35-44 years old,Bachelor
44503,Czech Republic,18-24 years old,Bachelor
44513,Israel,25-34 years old,Bachelor
44518,Denmark,25-34 years old,Bachelor
44520,USA,25-34 years old,Bachelor
44521,Switzerland,35-44 years old,Master
44524,Slovakia,25-34 years old,Master
44525,Spain,35-44 years old,Master
44526,USA,25-34 years old,Bachelor
44529,France,35-44 years old,Master
44531,Turkey,25-34 years old,Bachelor
44542,Romania,35-44 years old,Bachelor
44546,USA,45-54 years old,Some College
44547,Italy,45-54 years old,Master
44558,Brazil,25-34 years old,Bachelor
44566,Germany,35-44 years old,Master
44570,UK,45-54 years old,Master
44574,USA,35-44 years old,Bachelor
44575,Brazil,25-34 years old,Bachelor
44577,USA,55-64 years old,Bachelor
44582,Germany,35-44 years old,Master
44583,Netherlands,25-34 years old,Bachelor
44585,Japan,35-44 years old,Bachelor
44586,Canada,25-34 years old,Associate degree
44587,USA,25-34 years old,Bachelor
44590,Sweden,55-64 years old,Master
44591,UK,35-44 years old,Professional
44597,Luxembourg,35-44 years old,Secondary school
44601,UK,25-34 years old,Associate degree
44604,France,45-54 years old,Master
44606,UK,35-44 years old,Professional
44608,Morocco,25-34 years old,Professional
44610,Netherlands,45-54 years old,Bachelor
44612,Germany,35-44 years old,Some College
44614,Poland,35-44 years old,Bachelor
44616,France,25-34 years old,Master
44618,USA,35-44 years old,Bachelor
44620,Denmark,25-34 years old,Master
44622,Germany,25-34 years old,Associate degree
44624,India,25-34 years old,Bachelor
44626,USA,18-24 years old,Bachelor
44631,Italy,25-34 years old,Some College
44642,USA,55-64 years old,Bachelor
44645,Uruguay,25-34 years old,Bachelor
44646,Spain,35-44 years old,Some College
44647,USA,18-24 years old,Bachelor
44650,USA,35-44 years old,Bachelor
44653,USA,25-34 years old,Bachelor
44654,Sweden,65 years or older,Master
44658,UK,25-34 years old,Master
44662,UK,35-44 years old,Master
44664,Pakistan,35-44 years old,Some College
44667,Canada,35-44 years old,Bachelor
44671,Denmark,45-54 years old,Master
44680,Turkey,35-44 years old,Bachelor
44682,Denmark,25-34 years old,Master
44694,Sweden,35-44 years old,Bachelor
44697,Poland,25-34 years old,Bachelor
44706,Spain,25-34 years old,Master
44712,Hungary,25-34 years old,Some College
44713,Canada,25-34 years old,Bachelor
44716,Germany,35-44 years old,Master
44717,Canada,35-44 years old,Bachelor
44725,Belgium,25-34 years old,Bachelor
44729,USA,25-34 years old,Bachelor
44731,Sweden,45-54 years old,Some College
44732,Canada,25-34 years old,Bachelor
44739,Kenya,25-34 years old,Bachelor
44742,Germany,25-34 years old,Bachelor
44744,Brazil,35-44 years old,Master
44745,Germany,25-34 years old,Master
44746,Germany,25-34 years old,Master
44747,UK,35-44 years old,Bachelor
44748,Israel,25-34 years old,Master
44751,Brazil,25-34 years old,Master
44754,Germany,35-44 years old,Some College
44757,USA,35-44 years old,Master
44759,Israel,25-34 years old,Bachelor
44761,USA,25-34 years old,Bachelor
44764,Brazil,25-34 years old,Bachelor
44768,Ukraine,35-44 years old,Master
44770,South Africa,45-54 years old,Some College
44771,USA,35-44 years old,Some College
44772,New Zealand,45-54 years old,Bachelor
44774,Italy,35-44 years old,Secondary school
44775,Germany,35-44 years old,Master
44776,Poland,25-34 years old,Bachelor
44779,USA,55-64 years old,Bachelor
44782,Nigeria,25-34 years old,Bachelor
44783,Bosnia and Herzegovina,35-44 years old,Master
44786,USA,25-34 years old,Bachelor
44787,Germany,25-34 years old,Bachelor
44789,Netherlands,35-44 years old,Professional
44793,USA,45-54 years old,Some College
44795,UK,25-34 years old,Master
44798,Canada,35-44 years old,Some College
44799,USA,35-44 years old,Bachelor
44800,Denmark,25-34 years old,Master
44803,Argentina,25-34 years old,Some College
44809,Maldives,25-34 years old,Bachelor
44814,Austria,35-44 years old,Master
44824,Argentina,35-44 years old,Some College
44825,Germany,25-34 years old,Master
44826,USA,35-44 years old,Bachelor
44831,USA,25-34 years old,Bachelor
44835,UK,25-34 years old,Bachelor
44837,Denmark,25-34 years old,Master
44839,Argentina,35-44 years old,Bachelor
44843,Sweden,25-34 years old,Bachelor
44848,Canada,45-54 years old,Some College
44849,UK,25-34 years old,Bachelor
44855,UK,25-34 years old,Bachelor
44856,USA,25-34 years old,Master
44858,USA,35-44 years old,Bachelor
44860,USA,25-34 years old,Secondary school
44866,Latvia,35-44 years old,Bachelor
44870,Switzerland,45-54 years old,Associate degree
44874,India,18-24 years old,Secondary school
44882,Germany,18-24 years old,Secondary school
44887,Germany,25-34 years old,Master
44889,Bulgaria,35-44 years old,Bachelor
44893,Germany,35-44 years old,Master
44894,Spain,25-34 years old,Bachelor
44895,Pakistan,18-24 years old,Bachelor
44896,Canada,35-44 years old,Bachelor
44903,Canada,25-34 years old,Bachelor
44906,France,35-44 years old,Master
44909,UK,25-34 years old,Master
44911,USA,35-44 years old,Bachelor
44913,USA,35-44 years old,Master
44917,USA,55-64 years old,Some College
44918,USA,35-44 years old,Bachelor
44920,Germany,25-34 years old,Master
44931,India,18-24 years old,Bachelor
44932,Bangladesh,25-34 years old,Bachelor
44937,France,35-44 years old,Master
44941,Serbia,35-44 years old,Master
44944,UK,25-34 years old,Bachelor
44951,Poland,35-44 years old,Some College
44952,Latvia,55-64 years old,Master
44953,Czech Republic,35-44 years old,Some College
44958,Netherlands,25-34 years old,Secondary school
44960,Germany,25-34 years old,Bachelor
44961,Canada,25-34 years old,Bachelor
44962,USA,25-34 years old,Some College
44966,Mexico,25-34 years old,Bachelor
44969,Belgium,25-34 years old,Master
44971,UK,25-34 years old,Master
44975,Sweden,35-44 years old,Master
44976,Romania,25-34 years old,Master
44983,USA,35-44 years old,Professional
44985,Germany,25-34 years old,Master
44989,USA,35-44 years old,Bachelor
44991,Latvia,25-34 years old,Associate degree
44994,USA,35-44 years old,Bachelor
45000,Sweden,35-44 years old,Bachelor
45003,Netherlands,35-44 years old,Master
45006,Suriname,25-34 years old,Secondary school
45007,Switzerland,25-34 years old,Bachelor
45008,Mexico,18-24 years old,Some College
45009,Slovakia,45-54 years old,Master
45011,USA,35-44 years old,Master
45014,USA,25-34 years old,Bachelor
45016,Sweden,18-24 years old,Other
45024,Serbia,35-44 years old,Associate degree
45026,Latvia,35-44 years old,Some College
45027,USA,25-34 years old,Master
45028,New Zealand,55-64 years old,Associate degree
45031,USA,25-34 years old,Bachelor
45034,Romania,25-34 years old,Master
45036,UK,25-34 years old,Master
45037,Switzerland,35-44 years old,Master
45039,Netherlands,55-64 years old,Master
45042,UK,35-44 years old,Some College
45045,USA,35-44 years old,Bachelor
45046,USA,25-34 years old,Associate degree
45051,Netherlands,35-44 years old,Professional
45052,Germany,25-34 years old,Master
45055,Nigeria,25-34 years old,Master
45057,Austria,35-44 years old,Bachelor
45058,Finland,35-44 years old,Master
45062,Romania,25-34 years old,Bachelor
45063,Canada,25-34 years old,Bachelor
45065,USA,25-34 years old,Bachelor
45069,Austria,35-44 years old,Master
45070,Netherlands,25-34 years old,Master
45074,USA,35-44 years old,Associate degree
45078,India,25-34 years old,Bachelor
45079,USA,35-44 years old,Bachelor
45080,Sweden,25-34 years old,Associate degree
45082,USA,25-34 years old,Bachelor
45083,USA,25-34 years old,Bachelor
45085,France,25-34 years old,Master
45086,Poland,18-24 years old,Bachelor
45087,USA,35-44 years old,Bachelor
45091,Costa Rica,25-34 years old,Bachelor
45096,Poland,35-44 years old,Some College
45102,Germany,35-44 years old,Master
45103,USA,25-34 years old,Associate degree
45107,Netherlands,35-44 years old,Master
45113,USA,45-54 years old,Some College
45116,USA,45-54 years old,Master
45122,Norway,25-34 years old,Master
45131,Maldives,25-34 years old,Some College
45134,Germany,45-54 years old,Master
45136,Belgium,55-64 years old,Master
45144,Canada,18-24 years old,Secondary school
45146,USA,25-34 years old,Master
45147,Sweden,35-44 years old,Secondary school
45149,Canada,25-34 years old,Other
45150,Poland,25-34 years old,Master
45151,Czech Republic,35-44 years old,Master
45153,Germany,35-44 years old,Master
45155,Slovakia,35-44 years old,Professional
45156,Austria,25-34 years old,Professional
45160,USA,45-54 years old,Professional
45161,USA,35-44 years old,Associate degree
45162,Canada,25-34 years old,Bachelor
45163,India,18-24 years old,Bachelor
45170,Poland,25-34 years old,Master
45172,Germany,25-34 years old,Bachelor
45176,France,35-44 years old,Master
45179,USA,25-34 years old,Some College
45180,UK,25-34 years old,Some College
45183,Netherlands,45-54 years old,Some College
45185,USA,45-54 years old,Master
45186,Germany,25-34 years old,Associate degree
45193,Israel,25-34 years old,Bachelor
45195,Hungary,18-24 years old,Bachelor
45199,Spain,35-44 years old,Master
45202,Ecuador,25-34 years old,Associate degree
45203,Canada,45-54 years old,Bachelor
45208,USA,55-64 years old,Bachelor
45216,USA,25-34 years old,Bachelor
45217,UK,25-34 years old,Some College
45218,Sweden,45-54 years old,Some College
45219,Italy,35-44 years old,Master
45220,Netherlands,25-34 years old,Master
45223,Netherlands,25-34 years old,Bachelor
45225,USA,35-44 years old,Master
45226,UK,25-34 years old,Some College
45227,USA,35-44 years old,Bachelor
45229,USA,35-44 years old,Some College
45231,UK,35-44 years old,Bachelor
45232,Sweden,35-44 years old,Bachelor
45235,Italy,35-44 years old,Professional
45236,USA,35-44 years old,Master
45237,Czech Republic,25-34 years old,Secondary school
45244,USA,25-34 years old,Bachelor
45252,USA,35-44 years old,Some College
45253,USA,35-44 years old,Bachelor
45255,Colombia,35-44 years old,Bachelor
45257,Spain,25-34 years old,Other
45261,USA,45-54 years old,Bachelor
45269,UK,45-54 years old,Bachelor
45276,USA,35-44 years old,Associate degree
45278,Czech Republic,25-34 years old,Some College
45280,USA,35-44 years old,Bachelor
45281,USA,25-34 years old,Master
45287,Sweden,25-34 years old,Some College
45288,Canada,45-54 years old,Bachelor
45289,Austria,35-44 years old,Bachelor
45294,USA,35-44 years old,Some College
45299,USA,35-44 years old,Some College
45300,UK,35-44 years old,Bachelor
45301,USA,35-44 years old,Bachelor
45309,India,25-34 years old,Master
45313,Brazil,35-44 years old,Professional
45319,USA,65 years or older,Master
45321,Germany,35-44 years old,Master
45325,USA,35-44 years old,Bachelor
45329,France,18-24 years old,Bachelor
45331,Belgium,45-54 years old,Professional
45341,Canada,45-54 years old,Master
45342,UK,18-24 years old,Bachelor
45347,Denmark,25-34 years old,Associate degree
45348,UK,35-44 years old,Bachelor
45349,Brazil,25-34 years old,Some College
45351,Portugal,35-44 years old,Bachelor
45353,Germany,35-44 years old,Bachelor
45357,Greece,25-34 years old,Master
45360,USA,35-44 years old,Bachelor
45364,UK,35-44 years old,Master
45365,South Africa,35-44 years old,Some College
45366,Poland,35-44 years old,Master
45368,USA,35-44 years old,Master
45373,Mexico,45-54 years old,Bachelor
45375,Netherlands,35-44 years old,Master
45377,USA,25-34 years old,Some College
45378,Spain,25-34 years old,Bachelor
45384,USA,35-44 years old,Associate degree
45386,Canada,45-54 years old,Professional
45393,Uruguay,35-44 years old,Bachelor
45397,USA,35-44 years old,Master
45399,Mexico,25-34 years old,Some College
45401,Italy,25-34 years old,Master
45403,UK,25-34 years old,Some College
45404,USA,35-44 years old,Some College
45405,New Zealand,18-24 years old,Master
45406,Brazil,35-44 years old,Some College
45407,Spain,45-54 years old,Some College
45408,Dominican Republic,25-34 years old,Master
45409,Netherlands,45-54 years old,Bachelor
45416,USA,45-54 years old,Bachelor
45417,Poland,45-54 years old,Master
45421,Brazil,25-34 years old,Master
45424,USA,55-64 years old,Bachelor
45425,France,25-34 years old,Bachelor
45433,Norway,45-54 years old,Bachelor
45434,USA,35-44 years old,Bachelor
45435,France,18-24 years old,Master
45437,UK,35-44 years old,Bachelor
45441,Poland,25-34 years old,Some College
45443,Poland,45-54 years old,Some College
45445,USA,45-54 years old,Bachelor
45446,UK,25-34 years old,Professional
45447,France,35-44 years old,Master
45448,Switzerland,25-34 years old,Master
45450,Colombia,35-44 years old,Bachelor
45452,USA,25-34 years old,Bachelor
45453,Mexico,45-54 years old,Master
45455,Netherlands,25-34 years old,Bachelor
45458,Canada,45-54 years old,Some College
45460,USA,45-54 years old,Some College
45463,Norway,35-44 years old,Master
45468,USA,25-34 years old,Master
45470,France,25-34 years old,Master
45472,South Africa,35-44 years old,Some College
45473,Spain,35-44 years old,Secondary school
45474,Turkey,35-44 years old,Bachelor
45475,India,25-34 years old,Bachelor
45479,Germany,25-34 years old,Secondary school
45480,Germany,25-34 years old,Master
45483,Portugal,35-44 years old,Some College
45485,Singapore,35-44 years old,Bachelor
45487,Brazil,35-44 years old,Master
45488,Spain,35-44 years old,Master
45491,USA,35-44 years old,Master
45495,China,35-44 years old,Other
45496,Germany,35-44 years old,Bachelor
45498,Germany,35-44 years old,Secondary school
45501,USA,25-34 years old,Bachelor
45502,Poland,25-34 years old,Master
45505,Netherlands,25-34 years old,Some College
45506,Canada,Under 18 years old,Primary
45509,Australia,35-44 years old,Bachelor
45511,UK,25-34 years old,Some College
45512,Sweden,35-44 years old,Associate degree
45514,Netherlands,35-44 years old,Bachelor
45516,Germany,25-34 years old,Secondary school
45523,UK,35-44 years old,Some College
45533,Germany,25-34 years old,Bachelor
45535,Germany,18-24 years old,Secondary school
45539,Latvia,35-44 years old,Some College
45540,Canada,45-54 years old,Bachelor
45541,Sweden,45-54 years old,Secondary school
45542,Canada,25-34 years old,Some College
45543,Canada,25-34 years old,Bachelor
45545,Denmark,25-34 years old,Master
45548,France,25-34 years old,Master
45550,USA,35-44 years old,Bachelor
45556,USA,35-44 years old,Associate degree
45557,USA,35-44 years old,Bachelor
45562,USA,45-54 years old,Bachelor
45569,France,25-34 years old,Master
45574,Slovakia,35-44 years old,Master
45576,Slovakia,25-34 years old,Master
45577,France,18-24 years old,Some College
45587,USA,25-34 years old,Master
45591,Luxembourg,25-34 years old,Master
45596,Italy,25-34 years old,Bachelor
45600,Netherlands,25-34 years old,Associate degree
45601,USA,45-54 years old,Bachelor
45605,France,25-34 years old,Master
45606,UK,35-44 years old,Master
45608,USA,25-34 years old,Bachelor
45612,Germany,25-34 years old,Master
45613,Germany,18-24 years old,Secondary school
45615,Netherlands,45-54 years old,Master
45619,Israel,35-44 years old,Bachelor
45621,Poland,35-44 years old,Bachelor
45626,UK,45-54 years old,Some College
45627,UK,45-54 years old,Bachelor
45633,New Zealand,25-34 years old,Master
45637,Austria,45-54 years old,Master
45638,UK,45-54 years old,Master
45639,France,35-44 years old,Master
45646,Costa Rica,35-44 years old,Master
45651,Slovenia,35-44 years old,Master
45654,USA,25-34 years old,Some College
45656,Brazil,25-34 years old,Bachelor
45657,Denmark,35-44 years old,Bachelor
45658,USA,45-54 years old,Master
45659,Germany,35-44 years old,Master
45660,Finland,25-34 years old,Master
45661,Czech Republic,25-34 years old,Master
45666,Netherlands,25-34 years old,Master
45668,USA,55-64 years old,Master
45670,Germany,55-64 years old,Master
45672,Norway,35-44 years old,Bachelor
45675,New Zealand,45-54 years old,Bachelor
45676,Germany,35-44 years old,Master
45678,USA,35-44 years old,Master
45682,Sweden,35-44 years old,Professional
45684,UK,35-44 years old,Bachelor
45687,Brazil,25-34 years old,Bachelor
45689,Turkey,25-34 years old,Some College
45699,USA,25-34 years old,Bachelor
45700,Russia,18-24 years old,Bachelor
45701,USA,35-44 years old,Professional
45706,USA,25-34 years old,Bachelor
45708,Italy,25-34 years old,Master
45711,Chile,45-54 years old,Bachelor
45712,Finland,45-54 years old,Master
45713,USA,35-44 years old,Bachelor
45714,Italy,55-64 years old,Some College
45717,Romania,35-44 years old,Master
45720,UK,35-44 years old,Bachelor
45723,France,35-44 years old,Master
45725,USA,25-34 years old,Some College
45726,UK,25-34 years old,Bachelor
45729,USA,45-54 years old,Bachelor
45733,Turkey,18-24 years old,Some College
45736,Brazil,25-34 years old,Some College
45738,Czech Republic,35-44 years old,Master
45742,Brazil,25-34 years old,Bachelor
45746,China,45-54 years old,Professional
45749,Netherlands,25-34 years old,Bachelor
45750,Romania,35-44 years old,Master
45752,Austria,35-44 years old,Other
45753,Czech Republic,25-34 years old,Secondary school
45754,New Zealand,55-64 years old,Bachelor
45757,Chile,35-44 years old,Bachelor
45758,Latvia,25-34 years old,Master
45760,Mexico,35-44 years old,Bachelor
45761,Spain,45-54 years old,Bachelor
45762,Belgium,35-44 years old,Bachelor
45763,Panama,Under 18 years old,Other
45766,Austria,25-34 years old,Master
45769,Sweden,45-54 years old,Some College
45788,Japan,45-54 years old,Bachelor
45791,Portugal,35-44 years old,Master
45794,USA,35-44 years old,Associate degree
45799,Switzerland,35-44 years old,Bachelor
45802,Switzerland,35-44 years old,Master
45818,Sweden,45-54 years old,Professional
45819,China,25-34 years old,Bachelor
45820,USA,25-34 years old,Bachelor
45821,Poland,25-34 years old,Professional
45822,Australia,45-54 years old,Some College
45825,USA,45-54 years old,Bachelor
45828,Germany,25-34 years old,Master
45831,UK,45-54 years old,Bachelor
45833,USA,45-54 years old,Bachelor
45846,Canada,25-34 years old,Bachelor
45848,Germany,35-44 years old,Master
45855,Poland,35-44 years old,Bachelor
45862,Bulgaria,35-44 years old,Master
45865,Canada,35-44 years old,Bachelor
45870,USA,25-34 years old,Secondary school
45875,USA,25-34 years old,Bachelor
45877,France,35-44 years old,Master
45878,USA,55-64 years old,Bachelor
45881,Brazil,25-34 years old,Bachelor
45887,USA,35-44 years old,Bachelor
45892,USA,25-34 years old,Bachelor
45906,UK,35-44 years old,Some College
45907,USA,45-54 years old,Some College
45913,USA,45-54 years old,Master
45915,Serbia,35-44 years old,Master
45917,Australia,45-54 years old,Bachelor
45919,Argentina,45-54 years old,Professional
45925,Netherlands,35-44 years old,Bachelor
45927,USA,25-34 years old,Some College
45937,Canada,35-44 years old,Bachelor
45938,Brazil,25-34 years old,Some College
45939,Romania,25-34 years old,Secondary school
45941,Ukraine,25-34 years old,Bachelor
45943,USA,25-34 years old,Bachelor
45945,Greece,25-34 years old,Master
45946,Singapore,35-44 years old,Master
45947,Portugal,35-44 years old,Master
45949,New Zealand,25-34 years old,Bachelor
45950,USA,45-54 years old,Bachelor
45952,Germany,35-44 years old,Master
45960,USA,25-34 years old,Bachelor
45961,UK,35-44 years old,Some College
45962,Netherlands,35-44 years old,Some College
45967,USA,45-54 years old,Master
45968,Portugal,25-34 years old,Bachelor
45972,Bangladesh,25-34 years old,Bachelor
45973,Germany,45-54 years old,Master
45978,USA,45-54 years old,Bachelor
45979,Italy,25-34 years old,Some College
45986,France,65 years or older,Secondary school
45989,Romania,18-24 years old,Master
45995,France,35-44 years old,Master
45996,Canada,55-64 years old,Bachelor
45997,UK,25-34 years old,Bachelor
45998,Ireland,25-34 years old,Master
46002,Australia,35-44 years old,Bachelor
46004,Netherlands,25-34 years old,Some College
46006,Brazil,45-54 years old,Some College
46015,Germany,35-44 years old,Master
46016,USA,35-44 years old,Some College
46017,India,25-34 years old,Bachelor
46019,USA,25-34 years old,Bachelor
46022,Brazil,35-44 years old,Bachelor
46024,Ukraine,35-44 years old,Master
46025,Belgium,25-34 years old,Bachelor
46027,USA,35-44 years old,Associate degree
46029,USA,65 years or older,Bachelor
46031,UK,25-34 years old,Professional
46039,Slovakia,25-34 years old,Master
46043,Brazil,35-44 years old,Master
46054,USA,45-54 years old,Master
46055,Norway,35-44 years old,Bachelor
46073,USA,45-54 years old,Bachelor
46078,Czech Republic,45-54 years old,Some College
46082,USA,35-44 years old,Bachelor
46085,Austria,35-44 years old,Master
46086,USA,35-44 years old,Some College
46092,Hungary,25-34 years old,Bachelor
46097,USA,45-54 years old,Some College
46103,USA,25-34 years old,Bachelor
46109,Canada,18-24 years old,Some College
46112,Netherlands,25-34 years old,Master
46114,France,45-54 years old,Master
46116,USA,25-34 years old,Bachelor
46123,Brazil,25-34 years old,Bachelor
46124,USA,55-64 years old,Bachelor
46127,Guatemala,25-34 years old,Some College
46130,Romania,25-34 years old,Bachelor
46131,Brazil,55-64 years old,Some College
46135,New Zealand,35-44 years old,Some College
46136,USA,55-64 years old,Bachelor
46140,Spain,25-34 years old,Some College
46144,USA,Under 18 years old,Secondary school
46145,Italy,25-34 years old,Some College
46149,Poland,18-24 years old,Bachelor
46152,Serbia,25-34 years old,Bachelor
46157,USA,45-54 years old,Bachelor
